 !Structure factor in RPA
 !=======================
 !
 !Plasma density [r_s]:
 !   4.0000000000000000     
 !Temperature [theta]:
 !  0.10000000000000001     
 !w start [ryd]:
 !   1.0000000000000001E-005
 !w end [ryd]:
 !   150.00000000000000     
 !w points:
 !        1000
 !q start [1/a_B]:
 !   5.0000000000000000     
 !q end [1/a_B]:
 !   20.000000000000000     
 !q points:
 !           1
 !   2.5172579932396904E+022  0.22827605132869175        3634.4609603460467     
!        w[ryd]         w/w_pl       q[1/a_B]           q/qf    SRPA(q,tau)    SLFC(q,tau)           G(q)
! Library RPA_LIB version 2.0 is initialized.
  9.5250004E+01  2.1997046E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.5400004E+01  2.2031687E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.5550004E+01  2.2066328E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.5700004E+01  2.2100969E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.5850004E+01  2.2135610E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.6000004E+01  2.2170251E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.6150004E+01  2.2204892E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.6300004E+01  2.2239533E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.6450004E+01  2.2274174E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.6600004E+01  2.2308815E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.6750004E+01  2.2343456E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.6900004E+01  2.2378097E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.7050004E+01  2.2412738E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.7200004E+01  2.2447379E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.7350004E+01  2.2482020E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.7500004E+01  2.2516661E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.7650003E+01  2.2551302E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.7800003E+01  2.2585943E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.7950003E+01  2.2620584E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.8100003E+01  2.2655225E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.8250003E+01  2.2689866E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.8400003E+01  2.2724507E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.8550003E+01  2.2759148E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.8700003E+01  2.2793789E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.8850003E+01  2.2828430E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.9000003E+01  2.2863071E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.9150003E+01  2.2897712E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.9300003E+01  2.2932353E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.9450003E+01  2.2966994E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.9600003E+01  2.3001636E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.9750003E+01  2.3036277E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  9.9900003E+01  2.3070918E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0005000E+02  2.3105559E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0020000E+02  2.3140200E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0035000E+02  2.3174841E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0050000E+02  2.3209482E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0065000E+02  2.3244123E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0080000E+02  2.3278764E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0095000E+02  2.3313405E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0110000E+02  2.3348046E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0125000E+02  2.3382687E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0140000E+02  2.3417328E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0155000E+02  2.3451969E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0170000E+02  2.3486610E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0185000E+02  2.3521251E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0200000E+02  2.3555892E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0215000E+02  2.3590533E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0230000E+02  2.3625174E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0245000E+02  2.3659815E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0260000E+02  2.3694456E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0275000E+02  2.3729097E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0290000E+02  2.3763738E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0305000E+02  2.3798379E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0320000E+02  2.3833020E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0335000E+02  2.3867661E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0350000E+02  2.3902302E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0365000E+02  2.3936943E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0380000E+02  2.3971584E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0395000E+02  2.4006225E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0410000E+02  2.4040866E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0425000E+02  2.4075507E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0440000E+02  2.4110148E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0455000E+02  2.4144789E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0470000E+02  2.4179430E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0485000E+02  2.4214071E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0500000E+02  2.4248712E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0515000E+02  2.4283353E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0530000E+02  2.4317994E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0545000E+02  2.4352635E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0560000E+02  2.4387276E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0575000E+02  2.4421917E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0590000E+02  2.4456558E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0605000E+02  2.4491199E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0620000E+02  2.4525840E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0635000E+02  2.4560481E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0650000E+02  2.4595122E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0665000E+02  2.4629763E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0680000E+02  2.4664404E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0695000E+02  2.4699045E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0710000E+02  2.4733686E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0725000E+02  2.4768327E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0740000E+02  2.4802968E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0755000E+02  2.4837609E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0770000E+02  2.4872250E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0785000E+02  2.4906891E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0800000E+02  2.4941532E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0815000E+02  2.4976173E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0830000E+02  2.5010814E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0845000E+02  2.5045455E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0860000E+02  2.5080096E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0875000E+02  2.5114737E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0890000E+02  2.5149378E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0905000E+02  2.5184019E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0920000E+02  2.5218660E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0935000E+02  2.5253301E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0950000E+02  2.5287942E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0965000E+02  2.5322583E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0980000E+02  2.5357224E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.0995000E+02  2.5391865E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1010000E+02  2.5426506E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1025000E+02  2.5461147E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1040000E+02  2.5495788E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1055000E+02  2.5530430E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1070000E+02  2.5565071E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1085000E+02  2.5599712E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1100000E+02  2.5634353E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1115000E+02  2.5668994E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1130000E+02  2.5703635E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1145000E+02  2.5738276E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1160000E+02  2.5772917E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1175000E+02  2.5807558E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1190000E+02  2.5842199E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1205000E+02  2.5876840E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1220000E+02  2.5911481E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1235000E+02  2.5946122E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1250000E+02  2.5980763E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1265000E+02  2.6015404E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1280000E+02  2.6050045E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1295000E+02  2.6084686E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1310000E+02  2.6119327E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1325000E+02  2.6153968E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1340000E+02  2.6188609E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1355000E+02  2.6223250E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1370000E+02  2.6257891E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1385000E+02  2.6292532E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1400000E+02  2.6327173E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1415000E+02  2.6361814E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1430000E+02  2.6396455E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1445000E+02  2.6431096E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1460000E+02  2.6465737E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1475000E+02  2.6500378E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1490000E+02  2.6535019E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1505000E+02  2.6569660E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1520000E+02  2.6604301E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1535000E+02  2.6638942E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1550000E+02  2.6673583E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1565000E+02  2.6708224E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1580000E+02  2.6742865E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1595000E+02  2.6777506E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1610000E+02  2.6812147E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1625000E+02  2.6846788E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1640000E+02  2.6881429E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1655000E+02  2.6916070E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1670000E+02  2.6950711E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1685000E+02  2.6985352E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1700000E+02  2.7019993E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1715000E+02  2.7054634E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1730000E+02  2.7089275E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1745000E+02  2.7123916E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1760000E+02  2.7158557E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1775000E+02  2.7193198E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1790000E+02  2.7227839E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1805000E+02  2.7262480E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1820000E+02  2.7297121E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1835000E+02  2.7331762E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1850000E+02  2.7366403E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1865000E+02  2.7401044E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1880000E+02  2.7435685E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1895000E+02  2.7470326E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1910000E+02  2.7504967E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1925000E+02  2.7539608E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1940000E+02  2.7574249E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1955000E+02  2.7608890E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1970000E+02  2.7643531E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.1985000E+02  2.7678172E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2000000E+02  2.7712813E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2015000E+02  2.7747454E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2030000E+02  2.7782095E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2045000E+02  2.7816736E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2060000E+02  2.7851377E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2075000E+02  2.7886018E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2090000E+02  2.7920659E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2105000E+02  2.7955300E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2120000E+02  2.7989941E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2135000E+02  2.8024583E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2150000E+02  2.8059224E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2165000E+02  2.8093865E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2180000E+02  2.8128506E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2195000E+02  2.8163147E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2210000E+02  2.8197788E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2225000E+02  2.8232429E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2240000E+02  2.8267070E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2255000E+02  2.8301711E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2270000E+02  2.8336352E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2285000E+02  2.8370993E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2300000E+02  2.8405634E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2315000E+02  2.8440275E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2330000E+02  2.8474916E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2345000E+02  2.8509557E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2360000E+02  2.8544198E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2375000E+02  2.8578839E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2390000E+02  2.8613480E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2405000E+02  2.8648121E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2420000E+02  2.8682762E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2435000E+02  2.8717403E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2450000E+02  2.8752044E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2465000E+02  2.8786685E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2480000E+02  2.8821326E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2495000E+02  2.8855967E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2510000E+02  2.8890608E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2525000E+02  2.8925249E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2540000E+02  2.8959890E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2555000E+02  2.8994531E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2570000E+02  2.9029172E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2585000E+02  2.9063813E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2600000E+02  2.9098454E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2615000E+02  2.9133095E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2630000E+02  2.9167736E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2645000E+02  2.9202377E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2660000E+02  2.9237018E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2675000E+02  2.9271659E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2690000E+02  2.9306300E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
  1.2705000E+02  2.9340941E+02  5.0000000E+00  1.0421235E+01  0.0000000E+00  0.0000000E+00  9.4579243E-01
